user_id,train_movies
281,"Movie name: ""Bean (1997)"", Movie Genre: Comedy Rating: 2,
Movie name: ""Kiss the Girls (1997)"", Movie Genre: Crime, Drama, Thriller Rating: 4,
Movie name: ""Cats Don't Dance (1997)"", Movie Genre: Animation, Children's, Musical Rating: 2,
Movie name: ""Anastasia (1997)"", Movie Genre: Animation, Children's, Musical Rating: 4,
Movie name: ""Excess Baggage (1997)"", Movie Genre: Adventure, Romance Rating: 4,
Movie name: ""Smile Like Yours, A (1997)"", Movie Genre: Comedy, Romance Rating: 2,
Movie name: ""Contact (1997)"", Movie Genre: Drama, Sci-Fi Rating: 2,
Movie name: ""Murder at 1600 (1997)"", Movie Genre: Mystery, Thriller Rating: 4,
Movie name: ""I Know What You Did Last Summer (1997)"", Movie Genre: Horror, Mystery, Thriller Rating: 3,
Movie name: ""Scream (1996)"", Movie Genre: Horror, Thriller Rating: 4"
182,"Movie name: ""That Thing You Do! (1996)"", Movie Genre: Comedy Rating: 3,
Movie name: ""Forrest Gump (1994)"", Movie Genre: Comedy, Romance, War Rating: 5,
Movie name: ""Donnie Brasco (1997)"", Movie Genre: Crime, Drama Rating: 3,
Movie name: ""Jerry Maguire (1996)"", Movie Genre: Drama, Romance Rating: 3,
Movie name: ""Empire Strikes Back, The (1980)"", Movie Genre: Action, Adventure, Drama, Romance, Sci-Fi, War Rating: 5,
Movie name: ""My Fellow Americans (1996)"", Movie Genre: Comedy Rating: 4,
Movie name: ""Happy Gilmore (1996)"", Movie Genre: Comedy Rating: 3,
Movie name: ""E.T. the Extra-Terrestrial (1982)"", Movie Genre: Children's, Drama, Fantasy, Sci-Fi Rating: 5,
Movie name: ""Independence Day (ID4) (1996)"", Movie Genre: Action, Sci-Fi, War Rating: 3,
Movie name: ""Fargo (1996)"", Movie Genre: Crime, Drama, Thriller Rating: 3"
129,"Movie name: ""Picture Perfect (1997)"", Movie Genre: Comedy, Romance Rating: 1,
Movie name: ""Edge, The (1997)"", Movie Genre: Adventure, Thriller Rating: 2,
Movie name: ""Ulee's Gold (1997)"", Movie Genre: Drama Rating: 3,
Movie name: ""Gattaca (1997)"", Movie Genre: Drama, Sci-Fi, Thriller Rating: 3,
Movie name: ""Good Will Hunting (1997)"", Movie Genre: Drama Rating: 4,
Movie name: ""Titanic (1997)"", Movie Genre: Action, Drama, Romance Rating: 3,
Movie name: ""Mad City (1997)"", Movie Genre: Action, Drama Rating: 2,
Movie name: ""Kiss Me, Guido (1997)"", Movie Genre: Comedy Rating: 2,
Movie name: ""Devil's Advocate, The (1997)"", Movie Genre: Crime, Horror, Mystery, Thriller Rating: 2,
Movie name: ""Full Monty, The (1997)"", Movie Genre: Comedy Rating: 4"
45,"Movie name: ""Birdcage, The (1996)"", Movie Genre: Comedy Rating: 4,
Movie name: ""Mystery Science Theater 3000: The Movie (1996)"", Movie Genre: Comedy, Sci-Fi Rating: 5,
Movie name: ""Twister (1996)"", Movie Genre: Action, Adventure, Thriller Rating: 4,
Movie name: ""Happy Gilmore (1996)"", Movie Genre: Comedy Rating: 2,
Movie name: ""James and the Giant Peach (1996)"", Movie Genre: Animation, Children's, Musical Rating: 3,
Movie name: ""Dragonheart (1996)"", Movie Genre: Action, Adventure, Fantasy Rating: 3,
Movie name: ""Godfather, The (1972)"", Movie Genre: Action, Crime, Drama Rating: 5,
Movie name: ""Independence Day (ID4) (1996)"", Movie Genre: Action, Sci-Fi, War Rating: 4,
Movie name: ""Evening Star, The (1996)"", Movie Genre: Comedy, Drama Rating: 2,
Movie name: ""First Wives Club, The (1996)"", Movie Genre: Comedy Rating: 3"
131,"Movie name: ""Spitfire Grill, The (1996)"", Movie Genre: Drama Rating: 4,
Movie name: ""Breaking the Waves (1996)"", Movie Genre: Drama Rating: 3,
Movie name: ""Manny & Lo (1996)"", Movie Genre: Drama Rating: 4,
Movie name: ""Fargo (1996)"", Movie Genre: Crime, Drama, Thriller Rating: 5,
Movie name: ""Amistad (1997)"", Movie Genre: Drama Rating: 5,
Movie name: ""That Thing You Do! (1996)"", Movie Genre: Comedy Rating: 4,
Movie name: ""Sabrina (1995)"", Movie Genre: Comedy, Romance Rating: 3,
Movie name: ""Titanic (1997)"", Movie Genre: Action, Drama, Romance Rating: 5,
Movie name: ""Toy Story (1995)"", Movie Genre: Animation, Children's, Comedy Rating: 4,
Movie name: ""Sense and Sensibility (1995)"", Movie Genre: Drama, Romance Rating: 2"
230,"Movie name: ""Kull the Conqueror (1997)"", Movie Genre: Action, Adventure Rating: 4,
Movie name: ""Ransom (1996)"", Movie Genre: Drama, Thriller Rating: 5,
Movie name: ""Fly Away Home (1996)"", Movie Genre: Adventure, Children's Rating: 5,
Movie name: ""That Darn Cat! (1965)"", Movie Genre: Children's, Comedy, Mystery Rating: 2,
Movie name: ""Empire Strikes Back, The (1980)"", Movie Genre: Action, Adventure, Drama, Romance, Sci-Fi, War Rating: 4,
Movie name: ""Some Folks Call It a Sling Blade (1993)"", Movie Genre: Drama, Thriller Rating: 5,
Movie name: ""D3: The Mighty Ducks (1996)"", Movie Genre: Children's, Comedy Rating: 3,
Movie name: ""Mary Poppins (1964)"", Movie Genre: Children's, Comedy, Musical Rating: 4,
Movie name: ""Groundhog Day (1993)"", Movie Genre: Comedy, Romance Rating: 4,
Movie name: ""Miracle on 34th Street (1994)"", Movie Genre: Drama Rating: 5"
126,"Movie name: ""Great Expectations (1998)"", Movie Genre: Drama, Romance Rating: 2,
Movie name: ""Liar Liar (1997)"", Movie Genre: Comedy Rating: 3,
Movie name: ""Devil's Own, The (1997)"", Movie Genre: Action, Drama, Thriller, War Rating: 3,
Movie name: ""In the Company of Men (1997)"", Movie Genre: Drama Rating: 4,
Movie name: ""That Darn Cat! (1997)"", Movie Genre: Children's, Comedy, Mystery Rating: 5,
Movie name: ""Year of the Horse (1997)"", Movie Genre: Documentary Rating: 5,
Movie name: ""Contact (1997)"", Movie Genre: Drama, Sci-Fi Rating: 4,
Movie name: ""Kiss the Girls (1997)"", Movie Genre: Crime, Drama, Thriller Rating: 2,
Movie name: ""Dante's Peak (1997)"", Movie Genre: Action, Thriller Rating: 3,
Movie name: ""Murder at 1600 (1997)"", Movie Genre: Mystery, Thriller Rating: 3"
231,"Movie name: ""Return of the Jedi (1983)"", Movie Genre: Action, Adventure, Romance, Sci-Fi, War Rating: 4,
Movie name: ""Godfather, The (1972)"", Movie Genre: Action, Crime, Drama Rating: 3,
Movie name: ""Spitfire Grill, The (1996)"", Movie Genre: Drama Rating: 5,
Movie name: ""Lost World: Jurassic Park, The (1997)"", Movie Genre: Action, Adventure, Sci-Fi, Thriller Rating: 4,
Movie name: ""To Gillian on Her 37th Birthday (1996)"", Movie Genre: Drama, Romance Rating: 4,
Movie name: ""Willy Wonka and the Chocolate Factory (1971)"", Movie Genre: Adventure, Children's, Comedy Rating: 1,
Movie name: ""Independence Day (ID4) (1996)"", Movie Genre: Action, Sci-Fi, War Rating: 4,
Movie name: ""Saint, The (1997)"", Movie Genre: Action, Romance, Thriller Rating: 4,
Movie name: ""Mission: Impossible (1996)"", Movie Genre: Action, Adventure, Mystery Rating: 4,
Movie name: ""First Wives Club, The (1996)"", Movie Genre: Comedy Rating: 3"
280,"Movie name: ""People vs. Larry Flynt, The (1996)"", Movie Genre: Drama Rating: 3,
Movie name: ""Crying Game, The (1992)"", Movie Genre: Action, Drama, Romance, War Rating: 5,
Movie name: ""Money Train (1995)"", Movie Genre: Action Rating: 3,
Movie name: ""House Arrest (1996)"", Movie Genre: Comedy Rating: 2,
Movie name: ""Toy Story (1995)"", Movie Genre: Animation, Children's, Comedy Rating: 4,
Movie name: ""That Thing You Do! (1996)"", Movie Genre: Comedy Rating: 3,
Movie name: ""Godfather, The (1972)"", Movie Genre: Action, Crime, Drama Rating: 5,
Movie name: ""French Kiss (1995)"", Movie Genre: Comedy, Romance Rating: 4,
Movie name: ""Dragonheart (1996)"", Movie Genre: Action, Adventure, Fantasy Rating: 2,
Movie name: ""Supercop (1992)"", Movie Genre: Action, Thriller Rating: 3"
288,"Movie name: ""Wizard of Oz, The (1939)"", Movie Genre: Adventure, Children's, Drama, Musical Rating: 3,
Movie name: ""Stalingrad (1993)"", Movie Genre: War Rating: 2,
Movie name: ""Ice Storm, The (1997)"", Movie Genre: Drama Rating: 4,
Movie name: ""Good Will Hunting (1997)"", Movie Genre: Drama Rating: 5,
Movie name: ""Gandhi (1982)"", Movie Genre: Drama Rating: 3,
Movie name: ""Godfather, The (1972)"", Movie Genre: Action, Crime, Drama Rating: 5,
Movie name: ""Dead Poets Society (1989)"", Movie Genre: Drama Rating: 5,
Movie name: ""Ransom (1996)"", Movie Genre: Drama, Thriller Rating: 3,
Movie name: ""Hamlet (1996)"", Movie Genre: Drama Rating: 2,
Movie name: ""Shining, The (1980)"", Movie Genre: Horror Rating: 4"
152,"Movie name: ""In & Out (1997)"", Movie Genre: Comedy Rating: 3,
Movie name: ""Executive Decision (1996)"", Movie Genre: Action, Thriller Rating: 5,
Movie name: ""Truth About Cats & Dogs, The (1996)"", Movie Genre: Comedy, Romance Rating: 5,
Movie name: ""Very Brady Sequel, A (1996)"", Movie Genre: Comedy Rating: 2,
Movie name: ""Long Kiss Goodnight, The (1996)"", Movie Genre: Action, Thriller Rating: 3,
Movie name: ""Good Will Hunting (1997)"", Movie Genre: Drama Rating: 5,
Movie name: ""Birdcage, The (1996)"", Movie Genre: Comedy Rating: 3,
Movie name: ""Home for the Holidays (1995)"", Movie Genre: Drama, Romance Rating: 5,
Movie name: ""Wizard of Oz, The (1939)"", Movie Genre: Adventure, Children's, Drama, Musical Rating: 5,
Movie name: ""Dances with Wolves (1990)"", Movie Genre: Adventure, Drama, Western Rating: 5"
217,"Movie name: ""Eraser (1996)"", Movie Genre: Action, Thriller Rating: 4,
Movie name: ""GoldenEye (1995)"", Movie Genre: Action, Adventure, Thriller Rating: 3,
Movie name: ""GoodFellas (1990)"", Movie Genre: Crime, Drama Rating: 2,
Movie name: ""Bad Boys (1995)"", Movie Genre: Action Rating: 1,
Movie name: ""Die Hard (1988)"", Movie Genre: Action, Thriller Rating: 4,
Movie name: ""Twelve Monkeys (1995)"", Movie Genre: Drama, Sci-Fi Rating: 4,
Movie name: ""Braveheart (1995)"", Movie Genre: Action, Drama, War Rating: 5,
Movie name: ""Jurassic Park (1993)"", Movie Genre: Action, Adventure, Sci-Fi Rating: 5,
Movie name: ""Terminator, The (1984)"", Movie Genre: Action, Sci-Fi, Thriller Rating: 5,
Movie name: ""Clear and Present Danger (1994)"", Movie Genre: Action, Adventure, Thriller Rating: 4"
79,"Movie name: ""Ulee's Gold (1997)"", Movie Genre: Drama Rating: 4,
Movie name: ""Star Wars (1977)"", Movie Genre: Action, Adventure, Romance, Sci-Fi, War Rating: 4,
Movie name: ""Palookaville (1996)"", Movie Genre: Action, Drama Rating: 2,
Movie name: ""Fargo (1996)"", Movie Genre: Crime, Drama, Thriller Rating: 5,
Movie name: ""Chasing Amy (1997)"", Movie Genre: Drama, Romance Rating: 5,
Movie name: ""People vs. Larry Flynt, The (1996)"", Movie Genre: Drama Rating: 3,
Movie name: ""Lone Star (1996)"", Movie Genre: Drama, Mystery Rating: 5,
Movie name: ""Scream (1996)"", Movie Genre: Horror, Thriller Rating: 3,
Movie name: ""Thousand Acres, A (1997)"", Movie Genre: Drama Rating: 2,
Movie name: ""Full Monty, The (1997)"", Movie Genre: Comedy Rating: 5"
75,"Movie name: ""Tin Cup (1996)"", Movie Genre: Comedy, Romance Rating: 2,
Movie name: ""Beavis and Butt-head Do America (1996)"", Movie Genre: Animation, Comedy Rating: 1,
Movie name: ""Jerry Maguire (1996)"", Movie Genre: Drama, Romance Rating: 2,
Movie name: ""Broken Arrow (1996)"", Movie Genre: Action, Thriller Rating: 3,
Movie name: ""Jack (1996)"", Movie Genre: Comedy, Drama Rating: 3,
Movie name: ""First Wives Club, The (1996)"", Movie Genre: Comedy Rating: 1,
Movie name: ""Independence Day (ID4) (1996)"", Movie Genre: Action, Sci-Fi, War Rating: 4,
Movie name: ""Trees Lounge (1996)"", Movie Genre: Drama Rating: 5,
Movie name: ""Long Kiss Goodnight, The (1996)"", Movie Genre: Action, Thriller Rating: 3,
Movie name: ""It's a Wonderful Life (1946)"", Movie Genre: Drama Rating: 5"
245,"Movie name: ""Grumpier Old Men (1995)"", Movie Genre: Comedy, Romance Rating: 5,
Movie name: ""Return of the Jedi (1983)"", Movie Genre: Action, Adventure, Romance, Sci-Fi, War Rating: 4,
Movie name: ""Star Trek: First Contact (1996)"", Movie Genre: Action, Adventure, Sci-Fi Rating: 4,
Movie name: ""Home Alone (1990)"", Movie Genre: Children's, Comedy Rating: 2,
Movie name: ""Flipper (1996)"", Movie Genre: Adventure, Children's Rating: 4,
Movie name: ""Nutty Professor, The (1996)"", Movie Genre: Comedy, Fantasy, Romance, Sci-Fi Rating: 3,
Movie name: ""James and the Giant Peach (1996)"", Movie Genre: Animation, Children's, Musical Rating: 2,
Movie name: ""Star Wars (1977)"", Movie Genre: Action, Adventure, Romance, Sci-Fi, War Rating: 4,
Movie name: ""Beavis and Butt-head Do America (1996)"", Movie Genre: Animation, Comedy Rating: 1,
Movie name: ""Muppet Treasure Island (1996)"", Movie Genre: Action, Adventure, Comedy, Musical, Thriller Rating: 3"
282,"Movie name: ""Crash (1996)"", Movie Genre: Drama, Thriller Rating: 1,
Movie name: ""Scream (1996)"", Movie Genre: Horror, Thriller Rating: 4,
Movie name: ""Cop Land (1997)"", Movie Genre: Crime, Drama, Mystery Rating: 5,
Movie name: ""Full Monty, The (1997)"", Movie Genre: Comedy Rating: 4,
Movie name: ""Starship Troopers (1997)"", Movie Genre: Action, Adventure, Sci-Fi, War Rating: 3,
Movie name: ""Contact (1997)"", Movie Genre: Drama, Sci-Fi Rating: 5,
Movie name: ""L.A. Confidential (1997)"", Movie Genre: Crime, Film-Noir, Mystery, Thriller Rating: 5,
Movie name: ""Bean (1997)"", Movie Genre: Comedy Rating: 3,
Movie name: ""Devil's Advocate, The (1997)"", Movie Genre: Crime, Horror, Mystery, Thriller Rating: 3,
Movie name: ""Liar Liar (1997)"", Movie Genre: Comedy Rating: 4"
78,"Movie name: ""Dante's Peak (1997)"", Movie Genre: Action, Thriller Rating: 1,
Movie name: ""My Best Friend's Wedding (1997)"", Movie Genre: Comedy, Romance Rating: 4,
Movie name: ""Very Brady Sequel, A (1996)"", Movie Genre: Comedy Rating: 4,
Movie name: ""Love! Valour! Compassion! (1997)"", Movie Genre: Drama, Romance Rating: 5,
Movie name: ""Evita (1996)"", Movie Genre: Drama, Musical Rating: 4,
Movie name: ""Full Monty, The (1997)"", Movie Genre: Comedy Rating: 3,
Movie name: ""Face/Off (1997)"", Movie Genre: Action, Sci-Fi, Thriller Rating: 3,
Movie name: ""In & Out (1997)"", Movie Genre: Comedy Rating: 5,
Movie name: ""Multiplicity (1996)"", Movie Genre: Comedy Rating: 1,
Movie name: ""Men in Black (1997)"", Movie Genre: Action, Adventure, Comedy, Sci-Fi Rating: 4"
118,"Movie name: ""Shining, The (1980)"", Movie Genre: Horror Rating: 5,
Movie name: ""Prophecy, The (1995)"", Movie Genre: Horror Rating: 5,
Movie name: ""Chinatown (1974)"", Movie Genre: Film-Noir, Mystery, Thriller Rating: 5,
Movie name: ""Trainspotting (1996)"", Movie Genre: Drama Rating: 5,
Movie name: ""Raiders of the Lost Ark (1981)"", Movie Genre: Action, Adventure Rating: 5,
Movie name: ""Heathers (1989)"", Movie Genre: Comedy Rating: 5,
Movie name: ""Lost Highway (1997)"", Movie Genre: Mystery Rating: 4,
Movie name: ""Aliens (1986)"", Movie Genre: Action, Sci-Fi, Thriller, War Rating: 5,
Movie name: ""Reservoir Dogs (1992)"", Movie Genre: Crime, Thriller Rating: 5,
Movie name: ""Young Poisoner's Handbook, The (1995)"", Movie Genre: Crime Rating: 5"
283,"Movie name: ""Faithful (1996)"", Movie Genre: Comedy Rating: 5,
Movie name: ""Fantasia (1940)"", Movie Genre: Animation, Children's, Musical Rating: 5,
Movie name: ""That Thing You Do! (1996)"", Movie Genre: Comedy Rating: 4,
Movie name: ""Much Ado About Nothing (1993)"", Movie Genre: Comedy, Romance Rating: 4,
Movie name: ""Blues Brothers, The (1980)"", Movie Genre: Action, Comedy, Musical Rating: 5,
Movie name: ""Four Weddings and a Funeral (1994)"", Movie Genre: Comedy, Romance Rating: 4,
Movie name: ""Beauty and the Beast (1991)"", Movie Genre: Animation, Children's, Musical Rating: 4,
Movie name: ""Robin Hood: Prince of Thieves (1991)"", Movie Genre: Drama Rating: 4,
Movie name: ""Clerks (1994)"", Movie Genre: Comedy Rating: 5,
Movie name: ""Rumble in the Bronx (1995)"", Movie Genre: Action, Adventure, Crime Rating: 4"
171,"Movie name: ""Rosewood (1997)"", Movie Genre: Drama Rating: 4,
Movie name: ""Devil's Own, The (1997)"", Movie Genre: Action, Drama, Thriller, War Rating: 3,
Movie name: ""Cop Land (1997)"", Movie Genre: Crime, Drama, Mystery Rating: 4,
Movie name: ""Fast, Cheap & Out of Control (1997)"", Movie Genre: Documentary Rating: 3,
Movie name: ""L.A. Confidential (1997)"", Movie Genre: Crime, Film-Noir, Mystery, Thriller Rating: 4,
Movie name: ""Apostle, The (1997)"", Movie Genre: Drama Rating: 3,
Movie name: ""Titanic (1997)"", Movie Genre: Action, Drama, Romance Rating: 4,
Movie name: ""Chasing Amy (1997)"", Movie Genre: Drama, Romance Rating: 4,
Movie name: ""Mrs. Brown (Her Majesty, Mrs. Brown) (1997)"", Movie Genre: Drama, Romance Rating: 3,
Movie name: ""In the Company of Men (1997)"", Movie Genre: Drama Rating: 4"
107,"Movie name: ""Game, The (1997)"", Movie Genre: Mystery, Thriller Rating: 3,
Movie name: ""Starship Troopers (1997)"", Movie Genre: Action, Adventure, Sci-Fi, War Rating: 2,
Movie name: ""Ice Storm, The (1997)"", Movie Genre: Drama Rating: 4,
Movie name: ""Mother (1996)"", Movie Genre: Comedy Rating: 2,
Movie name: ""Contact (1997)"", Movie Genre: Drama, Sci-Fi Rating: 4,
Movie name: ""Air Force One (1997)"", Movie Genre: Action, Thriller Rating: 1,
Movie name: ""Boogie Nights (1997)"", Movie Genre: Drama Rating: 5,
Movie name: ""Full Monty, The (1997)"", Movie Genre: Comedy Rating: 5,
Movie name: ""L.A. Confidential (1997)"", Movie Genre: Crime, Film-Noir, Mystery, Thriller Rating: 4,
Movie name: ""Chasing Amy (1997)"", Movie Genre: Drama, Romance Rating: 4"
226,"Movie name: ""Kolya (1996)"", Movie Genre: Comedy Rating: 5,
Movie name: ""Pulp Fiction (1994)"", Movie Genre: Crime, Drama Rating: 4,
Movie name: ""Long Kiss Goodnight, The (1996)"", Movie Genre: Action, Thriller Rating: 3,
Movie name: ""Apocalypse Now (1979)"", Movie Genre: Drama, War Rating: 4,
Movie name: ""Gattaca (1997)"", Movie Genre: Drama, Sci-Fi, Thriller Rating: 4,
Movie name: ""North by Northwest (1959)"", Movie Genre: Comedy, Thriller Rating: 4,
Movie name: ""Twelve Monkeys (1995)"", Movie Genre: Drama, Sci-Fi Rating: 4,
Movie name: ""Wrong Trousers, The (1993)"", Movie Genre: Animation, Comedy Rating: 5,
Movie name: ""Emma (1996)"", Movie Genre: Drama, Romance Rating: 2,
Movie name: ""Postino, Il (1994)"", Movie Genre: Drama, Romance Rating: 5"
306,"Movie name: ""Mars Attacks! (1996)"", Movie Genre: Action, Comedy, Sci-Fi, War Rating: 4,
Movie name: ""Marvin's Room (1996)"", Movie Genre: Drama Rating: 4,
Movie name: ""Postino, Il (1994)"", Movie Genre: Drama, Romance Rating: 5,
Movie name: ""Kolya (1996)"", Movie Genre: Comedy Rating: 5,
Movie name: ""My Fellow Americans (1996)"", Movie Genre: Comedy Rating: 3,
Movie name: ""Sense and Sensibility (1995)"", Movie Genre: Drama, Romance Rating: 4,
Movie name: ""Everyone Says I Love You (1996)"", Movie Genre: Comedy, Musical, Romance Rating: 4,
Movie name: ""Stealing Beauty (1996)"", Movie Genre: Drama Rating: 4,
Movie name: ""Mrs. Brown (Her Majesty, Mrs. Brown) (1997)"", Movie Genre: Drama, Romance Rating: 5,
Movie name: ""First Wives Club, The (1996)"", Movie Genre: Comedy Rating: 3"
173,"Movie name: ""Evita (1996)"", Movie Genre: Drama, Musical Rating: 4,
Movie name: ""Conspiracy Theory (1997)"", Movie Genre: Action, Mystery, Romance, Thriller Rating: 5,
Movie name: ""English Patient, The (1996)"", Movie Genre: Drama, Romance, War Rating: 5,
Movie name: ""Dante's Peak (1997)"", Movie Genre: Action, Thriller Rating: 5,
Movie name: ""Air Force One (1997)"", Movie Genre: Action, Thriller Rating: 4,
Movie name: ""Murder at 1600 (1997)"", Movie Genre: Mystery, Thriller Rating: 4,
Movie name: ""Smile Like Yours, A (1997)"", Movie Genre: Comedy, Romance Rating: 3,
Movie name: ""Liar Liar (1997)"", Movie Genre: Comedy Rating: 5,
Movie name: ""Event Horizon (1997)"", Movie Genre: Action, Mystery, Sci-Fi, Thriller Rating: 4,
Movie name: ""Kolya (1996)"", Movie Genre: Comedy Rating: 5"
185,"Movie name: ""Taxi Driver (1976)"", Movie Genre: Drama, Thriller Rating: 4,
Movie name: ""Marvin's Room (1996)"", Movie Genre: Drama Rating: 5,
Movie name: ""When Harry Met Sally... (1989)"", Movie Genre: Comedy, Romance Rating: 4,
Movie name: ""Wallace & Gromit: The Best of Aardman Animation (1996)"", Movie Genre: Animation Rating: 4,
Movie name: ""Jane Eyre (1996)"", Movie Genre: Drama, Romance Rating: 4,
Movie name: ""Bridge on the River Kwai, The (1957)"", Movie Genre: Drama, War Rating: 4,
Movie name: ""Full Monty, The (1997)"", Movie Genre: Comedy Rating: 5,
Movie name: ""Godfather, The (1972)"", Movie Genre: Action, Crime, Drama Rating: 5,
Movie name: ""Killing Fields, The (1984)"", Movie Genre: Drama, War Rating: 4,
Movie name: ""Jerry Maguire (1996)"", Movie Genre: Drama, Romance Rating: 4"
150,"Movie name: ""Donnie Brasco (1997)"", Movie Genre: Crime, Drama Rating: 4,
Movie name: ""Return of the Jedi (1983)"", Movie Genre: Action, Adventure, Romance, Sci-Fi, War Rating: 5,
Movie name: ""Bound (1996)"", Movie Genre: Crime, Drama, Romance, Thriller Rating: 4,
Movie name: ""Breaking the Waves (1996)"", Movie Genre: Drama Rating: 4,
Movie name: ""Independence Day (ID4) (1996)"", Movie Genre: Action, Sci-Fi, War Rating: 2,
Movie name: ""Fargo (1996)"", Movie Genre: Crime, Drama, Thriller Rating: 2,
Movie name: ""Chasing Amy (1997)"", Movie Genre: Drama, Romance Rating: 5,
Movie name: ""Mighty Aphrodite (1995)"", Movie Genre: Comedy Rating: 4,
Movie name: ""Toy Story (1995)"", Movie Genre: Animation, Children's, Comedy Rating: 4,
Movie name: ""Crash (1996)"", Movie Genre: Drama, Thriller Rating: 1"
274,"Movie name: ""That Thing You Do! (1996)"", Movie Genre: Comedy Rating: 5,
Movie name: ""Mission: Impossible (1996)"", Movie Genre: Action, Adventure, Mystery Rating: 4,
Movie name: ""Star Wars (1977)"", Movie Genre: Action, Adventure, Romance, Sci-Fi, War Rating: 5,
Movie name: ""Saint, The (1997)"", Movie Genre: Action, Romance, Thriller Rating: 5,
Movie name: ""Scream (1996)"", Movie Genre: Horror, Thriller Rating: 4,
Movie name: ""Birdcage, The (1996)"", Movie Genre: Comedy Rating: 5,
Movie name: ""Nutty Professor, The (1996)"", Movie Genre: Comedy, Fantasy, Romance, Sci-Fi Rating: 3,
Movie name: ""Ghost and the Darkness, The (1996)"", Movie Genre: Action, Adventure Rating: 2,
Movie name: ""Sense and Sensibility (1995)"", Movie Genre: Drama, Romance Rating: 5,
Movie name: ""It's a Wonderful Life (1946)"", Movie Genre: Drama Rating: 5"
188,"Movie name: ""American President, The (1995)"", Movie Genre: Comedy, Drama, Romance Rating: 5,
Movie name: ""Sound of Music, The (1965)"", Movie Genre: Musical Rating: 5,
Movie name: ""Birds, The (1963)"", Movie Genre: Horror Rating: 4,
Movie name: ""Jerry Maguire (1996)"", Movie Genre: Drama, Romance Rating: 3,
Movie name: ""Terminator 2: Judgment Day (1991)"", Movie Genre: Action, Sci-Fi, Thriller Rating: 5,
Movie name: ""Cape Fear (1991)"", Movie Genre: Thriller Rating: 5,
Movie name: ""Congo (1995)"", Movie Genre: Action, Adventure, Mystery, Sci-Fi Rating: 2,
Movie name: ""Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)"", Movie Genre: Sci-Fi, War Rating: 4,
Movie name: ""Amadeus (1984)"", Movie Genre: Drama, Mystery Rating: 3,
Movie name: ""Sleepless in Seattle (1993)"", Movie Genre: Comedy, Romance Rating: 4"
48,"Movie name: ""Father of the Bride (1950)"", Movie Genre: Comedy Rating: 4,
Movie name: ""Kull the Conqueror (1997)"", Movie Genre: Action, Adventure Rating: 3,
Movie name: ""Deceiver (1997)"", Movie Genre: Crime Rating: 3,
Movie name: ""Raiders of the Lost Ark (1981)"", Movie Genre: Action, Adventure Rating: 5,
Movie name: ""George of the Jungle (1997)"", Movie Genre: Children's, Comedy Rating: 4,
Movie name: ""Seven Years in Tibet (1997)"", Movie Genre: Drama, War Rating: 4,
Movie name: ""FairyTale: A True Story (1997)"", Movie Genre: Children's, Drama, Fantasy Rating: 5,
Movie name: ""Rear Window (1954)"", Movie Genre: Mystery, Thriller Rating: 4,
Movie name: ""High Noon (1952)"", Movie Genre: Western Rating: 5,
Movie name: ""Indiana Jones and the Last Crusade (1989)"", Movie Genre: Action, Adventure Rating: 3"
311,"Movie name: ""Fantasia (1940)"", Movie Genre: Animation, Children's, Musical Rating: 4,
Movie name: ""Clockwork Orange, A (1971)"", Movie Genre: Sci-Fi Rating: 2,
Movie name: ""Chinatown (1974)"", Movie Genre: Film-Noir, Mystery, Thriller Rating: 3,
Movie name: ""Silence of the Lambs, The (1991)"", Movie Genre: Drama, Thriller Rating: 5,
Movie name: ""Dead Man Walking (1995)"", Movie Genre: Drama Rating: 4,
Movie name: ""Interview with the Vampire (1994)"", Movie Genre: Drama, Horror Rating: 2,
Movie name: ""Clear and Present Danger (1994)"", Movie Genre: Action, Adventure, Thriller Rating: 4,
Movie name: ""Addams Family Values (1993)"", Movie Genre: Comedy Rating: 3,
Movie name: ""Sound of Music, The (1965)"", Movie Genre: Musical Rating: 3,
Movie name: ""Home for the Holidays (1995)"", Movie Genre: Drama, Romance Rating: 4"
165,"Movie name: ""When Harry Met Sally... (1989)"", Movie Genre: Comedy, Romance Rating: 4,
Movie name: ""Jeffrey (1995)"", Movie Genre: Comedy Rating: 5,
Movie name: ""Scream (1996)"", Movie Genre: Horror, Thriller Rating: 2,
Movie name: ""Crash (1996)"", Movie Genre: Drama, Thriller Rating: 4,
Movie name: ""Contact (1997)"", Movie Genre: Drama, Sci-Fi Rating: 5,
Movie name: ""Fly Away Home (1996)"", Movie Genre: Adventure, Children's Rating: 3,
Movie name: ""Mary Poppins (1964)"", Movie Genre: Children's, Comedy, Musical Rating: 4,
Movie name: ""Forrest Gump (1994)"", Movie Genre: Comedy, Romance, War Rating: 3,
Movie name: ""Return of the Jedi (1983)"", Movie Genre: Action, Adventure, Romance, Sci-Fi, War Rating: 5,
Movie name: ""Glory (1989)"", Movie Genre: Action, Drama, War Rating: 5"
